"text","narrator","source","grade"
"قد كنتُ نهَيتُكم عن زيارةِ القبورِ ، فقد أُذِنَ لمحمَّدٍ صلَّى اللَّهُ عليهِ وسلَّمَ في زيارةِ قَبرِ أمِّهِ فزورُوها ، فإنَّها تذَكِّرُ الآخرةَ.","بريدة بن الحصيب الأسلمي","معارج القبول","صحيح"
"إنِّي كُنتُ نُهيتُكم عن ثلاثٍ: عن زيارةِ القُبورِ، وعن لُحومِ الأضاحيِّ أنْ تُحبَسَ فوقَ ثلاثٍ، وعن الأوعيةِ، ونَهيتُكم عن لُحومِ الأضاحيِّ لِيُوسِّعْ ذو السَّعةِ على مَن لا سَعةَ له، فكُلوا وادَّخِروا، ونَهيتُكم عن زيارةِ القُبورِ، وإنَّ مُحمَّدًا قد أُذِنَ له في زيارةِ قَبرِ أُمِّه، ونَهيتُكم عن الظُّروفِ، وإنَّ الظُّروفَ لا تُحرِّمُ شَيئًا ولا تُحِلُّه، وكُلُّ مُسكِرٍ حَرامٌ.","بريدة بن الحصيب الأسلمي","تخريج المسند لشعيب","صحيح"
"كنتُ نَهَيتُكم عن زِيارةِ القُبورِ فزوروها.","بريدة بن الحصيب الأسلمي","ناسخ الحديث ومنسوخه","صحيح"
"إني كُنْتُ نَهَيْتُكم عن لحومِ الأضاحي بعدَ ثلاثٍ ، و عن النَّبِيذِ إلا في سقاءٍ ، و عن زيارةِ القبورِ ، فكُلُوا مِن لحومِ الأضاحي ، ما بدا لكم ، و تَزَوُّدُوا و ادَّخِروا ، و مَن أرادَ زيارةَ القبورِ ؛ فإنها تُذَكِّرُ الآخرةَ ، و اشربوا، و اتقوا كلَّ مُسْكِرٍ.","بريدة بن الحصيب الأسلمي","صحيح النسائي","صحيح [لغيره]"
"نهى رسولُ الله صلَّى اللهُ عليه وسلَّم عن زيارةِ القبورِ، فذكَرَ معناه [أي معنى حديثِ: أنَّ رسولَ الله صلَّى اللهُ عليه وسلَّم نهى عن زيارةِ القُبورِ، وعن الأوعيةِ، وأن تُحبَسَ لُحومُ الأضاحيِّ بعد ثلاثٍ، ثمَّ قال: إنِّي كنتُ نهيتُكم عن زيارةِ القُبورِ، فزُوروها؛ فإنَّها تُذَكِّرُكم الآخرةَ، ونهيتُكم عن الأوعيةِ، فاشرَبوا فيها، واجتَنِبوا كُلَّ ما أسكَرَ، ونهيتُكم عن لحومِ الأضاحيِّ أن تَحبِسوها بعد ثلاثٍ، فاحبِسوا ما بدا لكم] إلَّا أنَّه قال: وإيَّاكم وكُلَّ مُسكِرٍ.","علي بن أبي طالب","تخريج المسند لشعيب","صحيح لغيره"
"نَهيتُكم عن زيارةِ القبورِ فزوروها فإنَّ في زيارتِها تذَكُّرًا.","بريدة بن الحصيب الأسلمي","الناسخ والمنسوخ لابن شاهين","صحيح"
"عن أمِّ المؤمنين ، وابنِ عمرَ وغيرِهما زيارةُ القبورِ.","-","المحلى","صحيح"
"إنِّي نهيتُكم عن زيارةِ القبورِ فزُورُوها فإنَّ فيها عِبرةً.","أبو سعيد الخدري","الترغيب والترهيب","رواته محتج بهم في الصحيح"
"كنتُ نهيتُكم عن زيارةِ القبورِ فزوروها ولا تقولوا هُجْرًا.","بريدة بن الحصيب الأسلمي","تحفة المحتاج","صحيح أو حسن [كما اشترط على نفسه في المقدمة]"
"نَهَيْتُكم عن زيارةِ القبورِ فزوروها ، فإِنَّها تُذَكِّرُكمُ الموتَ.","أنس بن مالك","صحيح الجامع","صحيح"
"نَهَيتُكُم عنْ زِيارةِ القُبورِ فزُوروها، فإنَّها تُذَكِّرُكُمُ المَوتَ.","أنس بن مالك","المستدرك على الصحيحين","[سكت عنه وقال في المقدمة رواته ثقات احتج بمثله الشيخان أو أحدهما]"
"كنتُ نهيتُكم عن زيارةِ القبورِ فزوروها فإنها تُذكِّرُكم الآخرةَ.","بريدة بن الحصيب الأسلمي","تحفة المحتاج","صحيح أو حسن [كما اشترط على نفسه في المقدمة]"
"كنتُ نهيتُكم عن زيارةِ القبورِ ، فزوروها ، فإنها تُذكِّرُكم الآخرةَ.","-","البدر المنير","صحيح وله طرق كثيرة"
"إنِّي نَهيتُكم عن زيارةِ القبورِ فزوروها، فإنَّ فيها عبرةًولا تَقولوا ما يُسخِطُ الرَّبَّ.","أبو سعيد الخدري","أحكام الجنائز","صحيح على شرط مسلم"
"كنتُ نَهَيتُكم عن زيارةِ القبورِ ؛ فمن أراد أن يزورَ ؛ فلْيزُرْ ، ولا تقولوا هُجْرًا.","بريدة بن الحصيب الأسلمي","النصيحة","صحيح بتمامه"
"كنتُ نهيتُكم عن زيارةِ القبورِ فزُوروا القبورَ فإنَّها تُزهِّدُ في الدُّنيا وتُذكِّرُ الآخرةَ.","عبدالله بن مسعود","الترغيب والترهيب","إسناده صحيح"
"[أنَّ رسولَ اللَّهِ - صلَّى اللَّهُ عليهِ وعلى آله وسلَّمَ -] رخَّصَ في زيارةِ القبورِ.","عائشة أم المؤمنين","صحيح ابن ماجه","صحيح"
"أنَّ رسولَ اللَّهِ - صلَّى اللَّهُ عليهِ وعلى آله وسلَّمَ - رخَّصَ في زيارةِ القبورِ.","عائشة أم المؤمنين","الصحيح المسند","صحيح"
"إنِّي نهَيْتُكم عن ثلاثٍ عن زيارةِ القبورِ وعن لحومِ الأضاحيِّ أنْ تُمسِكوها فوقَ ثلاثةِ أيَّام ٍوعن الظُّروفِ إلَّا ما كان في سقاءٍ وقد رُخِّص لمحمَّدٍ صلَّى اللهُ عليه وسلَّم في زيارةِ قبرِ أمِّه وإنَّما نهَيْتُكم عن أنْ تُمسِكوا لحومَ الأضاحيِّ فوقَ ثلاثةِ أيَّامٍ ليوسِّعَ ذو السَّعةِ منكم على مَن لم يُضَحِّ ونهَيْتُكم عن الظُّروفِ إلَّا ما كان مِن سقاءٍ فلا يُحِلُّ ظَرْفٌ شيئًا ولا يُحرِّمُه.","بريدة","صحيح ابن حبان","أخرجه في صحيحه"
"أنَّ عائشةَ أقبلَتْ ذاتَ يومٍ مِنَ المقابِرِ ، فقلتُ لها : يا أمَّ المؤمنينَ مِنْ أَيْنَ أَقْبَلْتِ ؟ قَالَتْ : مِنْ قَبْرِ عبدِ الرحمنِ بنِ أبي بكرٍ ، فقُلْتُ لَها : أليسَ كانَ رسولُ اللهِ صلَّى اللهُ عليه وسلَّمَ نَهى عنْ زيارَةِ القبورِ ؟ قالتْ : نَعَمْ : ثُمَّ أمَرَ بزيارتِها . وفي رواية عنها أنَّ رسولَ اللهِ صلَّى اللهُ عليه وسلَّمَ رخَّصَ في زيارَةِ القبورِ.","عائشة أم المؤمنين","أحكام الجنائز","إسناده صحيح رجاله ثقات"
"كنتُ نَهيتُكم عن زيارةِ القبورِ فزورُوها وَكنتُ نَهيتُكم عن الانتباذِ في الأوعيةِ فانتبِذوا ولا تشرَبوا مسكِرًا ورويَ فزوروها ولا تقولوا هُجرًا.","-","مجموع الفتاوى","صحيح"
"إني كنتُ نهيتُكم عن لحومِ الأضاحي فتزوَّدُوا وادِّخِرُوا ، ومن أراد زيارةَ القبورِ فإنها تُذكِّرُ الآخرةَ ، واشربوا واتَّقوا كلَّ مسكرٍ.","بريدة بن الحصيب الأسلمي","صحيح النسائي","صحيح"
"""إنِّي نهَيْتُكم عن زيارةِ القُبورِ فزوروها؛ فإنَّ فيها عِبرةً، ونهَيْتُكم عنِ النَّبيذِ فاشرَبوا، ولا أُحِلُّ مُسكِرًا، ونهَيْتُكم عنِ الأَضاحي فكُلوا"".","أبو سعيد الخدري","تخريج المسند لشعيب","صحيح"
"عنه رَضِيَ اللهُ تعالى عنه، قال: «قال رسولُ اللهِ صلَّى اللهُ عليه وسلَّم: إني نهيتُكم عن زيارةِ القُبورِ فزُوروُها؛ فإنَّ فيها عِبرةً».","أبو سعيد الخدري","سبل الهدى والرشاد","[رجاله] رجال الصحيح"
"نَهَيتُكُم عنْ زِيارةِ القُبورِ، فزُوروها؛ فإنَّ فيها عِبرةً، ونَهَيتُكُم عنِ النَّبيذِ، ألَا فانبِذوا، ولا أُحِلُّ مُسكِرًا، ونَهَيتُكُم عنْ لُحومِ الأضاحي، فكُلوا وادَّخِروا.","أبو سعيد الخدري","المستدرك على الصحيحين","صحيح على شرط مسلم"
"إنِّي كنتُ نَهَيتُكم عن زيارةِ القُبورِ، فزُوروها، ونَهَيتُكم أنْ تَحبِسوا لُحومَ الأضاحي فوقَ ثلاثٍ، فاحبِسوا، ونَهَيتُكم عن الظُّروفِ، فانبِذوا فيها، واجتَنِبوا كلَّ مُسكِرٍ.","عبدالله بن مسعود","تخريج المسند لشعيب","صحيح لغيره"
"نهَيْتُكم عن زيارةِ القبورِ فزُوروها ونهَيْتُكم عن لحومِ الأضاحيِّ أنْ تُمسِكوها فوقَ ثلاثٍ فأمسِكوا ما بدا لكم ونهَيْتُكم عن النَّبيذِ إلَّا في سقاءٍ فاشرَبوا ولا تشرَبوا مُسكِرًا.","بريدة","صحيح ابن حبان","أخرجه في صحيحه"
"نهَيْتُكم عن زيارةِ القبورِ فزُوروها ونهَيْتُكم عن لحومِ الأضاحيِّ فوقَ ثلاثٍ فأمسِكوا ما بدا لكم ونهَيْتُكم عن النَّبيذِ إلَّا في سقاءٍ فاشرَبوا في الأسقيةِ كلِّها ولا تشرَبوا مُسكِرًا.","بريدة","صحيح ابن حبان","أخرجه في صحيحه"
"كنتُ نهيتُكم عن لحومِ الْأَضاحِي فوق ثلاثٍ فكلُوا وادَّخِرُوا ونهيتُكُمْ عن زيارَةِ القبورِ فزُورُوها ولا تقولوا ما يُسْخِطُ الربَّ ونَهَيْتُكُمْ عن الأَوْعِيَةِ فانْتَبِذُوا وكلُّ مسكِرٍ حرامٌ.","أبو سعيد الخدري","مجمع الزوائد","رجاله رجال الصحيح"
"أنَّ رسولَ اللهِ صلَّى اللهُ عليه وسلَّم كان يُكْثِرُ زيارَةَ الأنصارِ خاصَّةً وعامَّةً فكان إذا زار خاصَّةً أتى الرجُلَ في منزلِهِ وإذا زارَ عامَّةً أَتَى المسْجِدَ.","أبو موسى الأشعري","مجمع الزوائد","فيه راو لم يسم وبقية رجاله رجال الصحيح‏"
"نَهيتُكم عن زيارةِ القبورِ فزوروها ونَهيتُكم عن لحومِ الأضاحيِّ فوقَ ثلاثةِ أيَّامٍ فأمسِكوا ما بدا لَكم ونَهيتُكم عنِ النَّبيذِ إلَّا في سقاءٍ فاشربوا في الأسقيةِ كلِّها ولا تشربوا مسكرًا.","بريدة بن الحصيب الأسلمي","صحيح النسائي","صحيح"
"إنَّي كنتُ نهيتُكم عن زيارةِ القبورِ فزوروها ، ونهيتُكم عن لحومِ الأضاحيِّ بعدَ ثلاثٍ فكلوا منها ما شئتم ونهيتُكم عنِ الأشربَةِ في الأوعيةِ فاشربوا في أي وعاءٍ شئتُم ولاَ تشربوا مُسكِرًا.","بريدة بن الحصيب الأسلمي","صحيح النسائي","صحيح"
"نَهيتُكم عن زِيارةِ القُبورِ فزُوروها، ونَهيتُكم عن لُحومِ الأضاحيِّ أنْ تُمسِكوها فوقَ ثلاثٍ، فأمْسِكوها ما بَدا لكم، ونَهيتُكم عن النَّبيذِ إلَّا في سِقاءٍ، فاشْرَبوا في الأسقيةِ كُلِّها، ولا تَشرَبوا مُسكِرًا.","بريدة بن الحصيب الأسلمي","تخريج المسند لشعيب","إسناده صحيح على شرط مسلم"
"كُنتُ نَهيتُكم عن ثلاثٍ: عن زيارةِ القُبورِ فزُورُوها؛ فإنَّ في زِيارتِها عِظةً وعِبْرةً، ونَهيتُكم عن لُحومِ الأضاحيِّ فوقَ ثلاثٍ، فكُلوا وادَّخِروا، ونَهيتُكم عن النَّبيذِ في هذه الأسقيةِ فاشْرَبوا، ولا تَشرَبوا حَرامًا.","بريدة بن الحصيب الأسلمي","تخريج المسند لشعيب","صحيح"
"إنَّي كنتُ نهيتُكم عن ثلاث : زيارةِ القبورِ فزوروها ولتزدْكم زيارتُها خيرًا ، ونهيتُكم عن لحوم الأضاحيِّ بعد ثلاث فكلوا منها ما شئتم ، ونهيتُكم عنِ الأشربةِ في الأوعيةِ فاشربوا في أيِّ وعاءٍ شئتُم ، ولاَ تشربوا مُسكِرًا.","بريدة بن الحصيب الأسلمي","صحيح النسائي","صحيح"
"إني كنتُ نَهَيْتُكم عن ثلاثٍ: عن زيارةِ القبورِ فزُورُوها ، ولْتَزِدْكم زيارتُها خيرًا ، و نَهَيْتُكم عن لحومِ الأضاحي بعدَ ثلاثٍ ، فكُلُوا منها، و أَمْسِكوا ما شِئْتُم ، ونَهَيْتُكم عن الأشربةِ في الأوعيةِ ، فاشربوا في أيِّ وعاءٍ شِئْتُم ، و لا تَشْرَبوا مُسْكِرًا.","بريدة بن الحصيب الأسلمي","صحيح النسائي","صحيح"
"حديثُ نسخِ تحريمِ ادِّخارِ لحومِ الأضاحي [يعني حديث: نَهَيْتُكُمْ عن زِيارَةِ القُبُورِ، فَزُورُوها، ونَهَيْتُكُمْ عن لُحُومِ الأضاحِيِّ فَوْقَ ثَلاثٍ، فأمْسِكُوا ما بَدا لَكُمْ، ونَهَيْتُكُمْ عَنِ النَّبِيذِ إلَّا في سِقاءٍ، فاشْرَبُوا في الأسْقِيَةِ كُلِّها، ولا تَشْرَبُوا مُسْكِرًا.].","[بريدة بن الحصيب]","غاية مأمول الراغب","صحيح"
